complexity,sql,question
Simple,"5.  SELECT phot_g_mean_mag, COUNT(*) AS star_count, AVG(parallax) AS avg_parallax FROM gaiadr3.gaia_source GROUP BY phot_g_mean_mag HAVING COUNT(*) > 10000","How many stars and what is the average parallax for each G-band magnitude, where each magnitude has more than 10,000 stars?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15","What are the right ascension, declination, parallax, and G magnitude of stars with a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15?"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100","What are the right ascension and declination, along with proper motions in right ascension and declination, of stars with proper motions greater than 100 mas/yr in both directions?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20","What are the right ascension, declination, parallax, and G magnitude of stars located in the region with right ascension between 30 and 60 degrees and declination between -30 and -20 degrees?"
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 15 AND 20 AND parallax IS NOT NULL","What are the right ascension, declination, and G magnitude of stars with a G magnitude between 15 and 20, excluding those without parallax measurements?"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 240 AND (pmra > 50 OR pmdec > 50)","What are the right ascension and declination, along with proper motions in right ascension and declination, of stars located in the region with right ascension between 180 and 240 degrees and having a proper motion greater than 50 mas/yr in either direction?"
Complex,"1.  SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15 AND (pmra ** 2 + pmdec ** 2) ** 0.5 > 100","Which stars have a parallax greater than 0.1 mas, a G magnitude less than 15, and a proper motion greater than 100 mas/yr?"
Complex,"2.  SELECT ra, dec, phot_g_mean_mag, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 15 AND 20 GROUP BY ra, dec, phot_g_mean_mag",How many stars are there in the sky for each 1-degree grid in right ascension and declination within the G magnitude range of 15 to 20?
Complex,"3.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 270 AND 300 AND dec BETWEEN -20 AND -10 AND parallax BETWEEN 0.01 AND 0.1","What are the parallaxes and G magnitudes of stars within the right ascension range of 270 to 300 degrees and declination range of -20 to -10 degrees, with parallaxes between 0.01 and 0.1 mas?"
Complex,"4.  SELECT ra, dec, parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE (ra % 360) BETWEEN 180 AND 270 AND (dec % 360) BETWEEN -60 AND 0 AND (pmra ** 2 + pmdec ** 2) ** 0.5 > 50",Which stars have a proper motion greater than 50 mas/yr in the southern hemisphere (negative declination) between right ascension 180 to 270 degrees?
Complex,"5.  SELECT ra, dec, phot_g_mean_mag, COUNT(*) AS star_count, AVG(parallax) AS avg_parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND ra BETWEEN 0 AND 180 GROUP BY ra, dec, phot_g_mean_mag","How many stars and what is the average parallax within a 180-degree range in right ascension for stars with a G magnitude less than 10, and how are these distributed in declination?"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source LIMIT 10;",Show the right ascension and declination of 10 stars.
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source LIMIT 5;",Display the parallax and G magnitude of 5 stars.
Simple,"SELECT ra, dec, pmra FROM gaiadr3.gaia_source LIMIT 15;","Show the right ascension, declination, and proper motion in right ascension of 15 stars."
Simple,SELECT pmdec FROM gaiadr3.gaia_source LIMIT 20;,Display the proper motion in declination of 20 stars.
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 LIMIT 10;",Show the parallax and G magnitude of 10 stars with a parallax greater than 1.
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.5",Which stars in the Gaia DR3 catalog have a parallax measurement greater than 0.5 milliarcseconds?
Medium,"SELECT ra, dec, pmra, pmdec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100",What stars in the Gaia DR3 catalog have proper motions between -100 and 100 milliarcseconds per year in both RA and Dec directions?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -20 AND -10",Which stars in the Gaia DR3 catalog are located between RA 35 and 45 degrees and Dec -20 and -10 degrees?
Medium,"SELECT ra, dec, phot_g_mean_mag, (parallax / phot_g_mean_mag) AS apparent_distance FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15 AND parallax > 0.1",What stars in the Gaia DR3 catalog with a photometric magnitude less than 15 and a parallax greater than 0.1 milliarcseconds have an apparent distance (parallax/photometric magnitude) calculated?
Medium,"SELECT ra, dec, parallax, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) ** 0.5 > 500",Which stars in the Gaia DR3 catalog have a combined proper motion (sqrt(pmra**2 + pmdec**2)) greater than 500 milliarcseconds per year?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.001 AND phot_g_mean_mag < 15.0 AND (pmra ** 2 + pmdec ** 2) > (10 ** 2)","Which stars in the Gaia DR3 have a positive parallax greater than 0.001 mas, a G magnitude less than 15, and a proper motion of more than 10 mas/yr?"
Complex,"SELECT ra, dec, parallax / phot_g_mean_mag AS parallax_ratio FROM gaiadr3.gaia_source WHERE parallax > 0.002 AND phot_g_mean_mag < 16.0 AND ra BETWEEN 30 AND 40 AND dec BETWEEN -10 AND -5","Calculate the ratio of parallax to G magnitude for stars in the Gaia DR3 with a parallax greater than 0.002 mas, G magnitude less than 16, and located between 30 and 40 degrees in RA and -10 to -5 degrees in Dec."
Complex,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 20 AND parallax > 0.001 GROUP BY ra, dec HAVING COUNT(*) > 10","How many stars are there in the Gaia DR3 with a G magnitude between 10 and 20 and a parallax greater than 0.001 mas, grouped by Right Ascension and Declination, and only include regions with more than 10 stars?"
Complex,"SELECT ra, dec, AVG(parallax) AS avg_parallax, AVG(phot_g_mean_mag) AS avg_g_magnitude FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 190 AND dec BETWEEN 0 AND 5 AND (pmra ** 2 + pmdec ** 2) > 50 GROUP BY ra, dec","Calculate the average parallax and G magnitude for stars in the Gaia DR3 with Right Ascension between 180 and 190 degrees and Declination between 0 and 5 degrees, where the proper motion is greater than 50 mas/yr, grouped by Right Ascension and Declination."
Complex,"SELECT ra, dec, COUNT(DISTINCT source_id) AS unique_star_count FROM gaiadr3.gaia_source WHERE parallax > 0.0005 AND phot_g_mean_mag < 20 AND (pmra ** 2 + pmdec ** 2) > 25 GROUP BY ra, dec HAVING COUNT(DISTINCT source_id) > 5","Count the number of unique stars in the Gaia DR3 with a positive parallax greater than 0.0005 mas, a G magnitude less than 20, and a proper motion greater than 25 mas/yr, grouped by Right Ascension and Declination, and only include regions with more than 5 unique stars."
Complex,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 20 AND parallax > 0.001 GROUP BY ra, dec HAVING COUNT(*) > 10","How many stars are there in the Gaia DR3 with a G magnitude between 10 and 20 and a parallax greater than 0.001 mas, grouped by Right Ascension and Declination, and only include regions with more than 10 stars?"
Complex,"SELECT ra, dec, AVG(parallax) AS avg_parallax, AVG(phot_g_mean_mag) AS avg_g_magnitude FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 190 AND dec BETWEEN 0 AND 5 AND (pmra ** 2 + pmdec ** 2) > 50 GROUP BY ra, dec","Calculate the average parallax and G magnitude for stars in the Gaia DR3 with Right Ascension between 180 and 190 degrees and Declination between 0 and 5 degrees, where the proper motion is greater than 50 mas/yr, grouped by Right Ascension and Declination."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 10.0;",Which stars in the Gaia DR3 have a parallax measurement greater than 10.0 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1;,What are the G-band magnitudes of stars in the Gaia DR3 with right ascension between 0 and 1 hour?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE dec > 30.0;",What are the proper motions in right ascension and declination for stars in the Gaia DR3 with declination greater than 30 degrees?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax IS NULL;,How many stars in the Gaia DR3 do not have a parallax measurement?
Simple,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra < 2;","What are the right ascension, declination, and G-band magnitudes of stars in the Gaia DR3 with right ascension less than 2 hours?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.05 AND 0.1 AND phot_g_mean_mag BETWEEN 10 AND 15;",Find stars with a parallax between 0.05 and 0.1 mas and a G magnitude between 10 and 15.
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 240 AND (pmra**2 + pmdec**2) > 500;",Identify stars in the region with RA between 180 and 240 degrees and a proper motion magnitude greater than 500 mas/yr.
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec BETWEEN -40 AND -20 AND parallax IS NOT NULL;",List the stars with declination between -40 and -20 degrees and non-null parallax values.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND (phot_g_mean_mag - phot_g_mean_mag_error) < 12;",Retrieve the stars with RA between 30 and 60 degrees and a G magnitude less than their G magnitude plus the G magnitude error.
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra**2 + pmdec**2) > 250 AND pmra / sqrt(pmra**2 + pmdec**2) > 0.6;",Find stars with a proper motion magnitude greater than 250 mas/yr and a proper motion in RA greater than 60% of the total proper motion.
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.05 AND 0.1 AND phot_g_mean_mag BETWEEN 10 AND 15;",Find stars
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE parallax > 0.01 AND phot_g_mean_mag < 15 GROUP BY ra, dec, parallax, phot_g_mean_mag, pmra, pmdec",How many stars with a parallax greater than 0.01 and a G magnitude less than 15 are there in terms of their position and motion parameters?
Complex,"SELECT ra, dec, AVG(parallax) AS avg_parallax, STDDEV(parallax) AS std_dev_parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 16 GROUP BY ra, dec","What is the average and standard deviation of parallax for stars with a G magnitude less than 16, grouped by their position?"
Complex,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100 GROUP BY ra, dec","How many stars have proper motions within the range of -100 to 100 milliarcseconds per year in both RA and Dec, grouped by their position?"
Complex,"SELECT ra, dec, AVG(parallax) AS avg_parallax, MIN(phot_g_mean_mag) AS min_g_mag FROM gaiadr3.gaia_source WHERE parallax > 0.005 AND phot_g_mean_mag < 18 GROUP BY ra, dec","What is the average parallax and the minimum G magnitude for stars with a parallax greater than 0.005 and a G magnitude less than 18, grouped by their position?"
Complex,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE (pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100) AND (phot_g_mean_mag < 15) GROUP BY ra, dec HAVING COUNT(*) > 100","How many stars with proper motions within the range of -100 to 100 milliarcseconds per year in both RA and Dec and a G magnitude less than 15 are there in each position, and only include those groups with more than 100 stars?"
Complex,[query],[natural language question]
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 300 AND dec BETWEEN -30 AND -20","What are the sky coordinates (RA, Dec) and photometric and proper motion data for stars located in the region of the sky between RA 180 and 300 degrees and Dec -30 and -20 degrees?"
Complex,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax > 0.02 AND phot_g_mean_mag < 12","What are the RA, Dec, and parallax measurements for stars with a parallax greater than 0.02 milliarcseconds and a G magnitude less than 12?"
Complex,"SELECT ra, dec, AVG(phot_g_mean_mag) AS avg_g_mag FROM gaiadr3.gaia_source WHERE parallax > 0.01 GROUP BY ra, dec","What is the average G magnitude for groups of stars with a parallax greater than 0.01 milliarcseconds, grouped by their position?"
Complex,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE pmra > 100 OR pmdec > 100 GROUP BY ra, dec","How many stars have a proper motion greater than 100 milliarcseconds per year in either RA or Dec, and how many such stars are in each position?"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 10.0",What are the right ascension and declination of stars with a parallax greater than 10 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1,What is the mean G magnitude of stars located in the right ascension range from 0 to 1?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 100,How many stars have a proper motion in right ascension greater than 100 mas/yr?
Simple,SELECT dec FROM gaiadr3.gaia_source WHERE parallax < 0.1 AND pmdec > 50,What are the declinations of stars with a parallax less than 0.1 milliarcseconds and a proper motion in declination greater than 50 mas/yr?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10.0",What are the right ascension and declination of stars with a mean G magnitude less than 10?
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15,How many stars in Gaia DR3 have a parallax greater than 0.1 mas and a G magnitude less than 15?
Medium,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10",Retrieve the right ascension and declination of stars in Gaia DR3 with proper motions in both RA and Dec between -10 and 10 mas/yr.
Medium,"SELECT AVG(parallax), phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax < 0.01 AND phot_g_mean_mag > 18 GROUP BY phot_g_mean_mag","Calculate the average parallax for stars in Gaia DR3 with a parallax less than 0.01 mas and a G magnitude greater than 18, grouped by G magnitude."
Medium,"SELECT ra, dec, (pmra ** 2 + pmdec ** 2) ** 0.5 AS pmagnitude FROM gaiadr3.gaia_source WHERE parallax > 0.2 AND (pmra ** 2 + pmdec ** 2) ** 0.5 > 10",Find the right ascension and declination of stars in Gaia DR3 with a parallax greater than 0.2 mas and a combined proper motion magnitude greater than 10 mas/yr.
Medium,SELECT COUNT(DISTINCT gaia_source_id) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 10 AND dec BETWEEN 0 AND 10 AND parallax > 0.05,"How many unique stars in Gaia DR3 have a right ascension between 0 and 10 degrees, a declination between 0 and 10 degrees, and a parallax greater than 0.05 mas?"
Medium,"')."" AND t.telescope_name = 'GAIA'""","How many stars in Gaia DR3 have a parallax greater than 0.1 mas, a G magnitude less than 15, and were observed using the GAIA telescope?"
Medium,"SELECT g.ra, g.dec FROM gaiadr3.gaia_source g JOIN gaiadr3.telescope t ON g.telescope_id = t.telescope_id WHERE g.pmra BETWEEN -10 AND 10 AND g.pmdec BETWEEN -10 AND 10 AND t.telescope_name = 'GAIA'","Retrieve the right ascension and declination of stars in Gaia DR3 with proper motions in both RA and Dec between -10 and 10 mas/yr, observed using the GAIA telescope."
Medium,"SELECT AVG(g.parallax), g.phot_g_mean_mag FROM gaiadr3.gaia_source g JOIN gaiadr3.telescope t ON g.telescope_id = t.telescope_id WHERE g.parallax < 0.01 AND g.phot_g_mean_mag > 18 AND t.telescope_name = 'GAIA' GROUP BY g.phot_g_mean_mag","Calculate the average parallax for stars in Gaia DR3 with a parallax less than 0.01 mas, a G magnitude greater than 18, and observed using the GAIA telescope, grouped by G magnitude."
Medium,"SELECT g.ra, g.dec, (g.pmra ** 2 + g.pmdec ** 2) ** 0.5 AS pmagnitude FROM gaiadr3.gaia_source g JOIN gaiadr3.telescope t ON g.telescope_id = t.telescope_id WHERE g.parallax > 0.2 AND (g.pmra ** 2 + g.pmdec ** 2) ** 0.5 > 10 AND t.telescope_name = 'GAIA'","Find the right ascension and declination of stars in Gaia DR3 with a parallax greater than 0.2 mas and a combined proper motion magnitude greater than 10 mas/yr, observed using the GAIA telescope."
Medium,SELECT COUNT(DISTINCT g.gaia_source_id) FROM gaiadr3.gaia_source g JOIN gaiadr3.telescope t ON g.telescope_id = t.telescope_id WHERE g.ra BETWEEN 0 AND 10 AND g.dec BETWEEN 0 AND 10 AND g.parallax > 0.05 AND t.telescope_name = 'GAIA',How many unique stars in Gaia DR3 have a right asc
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15 ORDER BY parallax DESC LIMIT 1000","Find the top 1000 stars with parallax greater than 1 and a G-band magnitude less than 15, ordered by parallax in descending order."
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 40 AND dec BETWEEN -5 AND 5 AND parallax BETWEEN 0.5 AND 1.5","Retrieve the right ascension, declination, proper motion in right ascension, and proper motion in declination for stars located in the region of sky with RA between 30 and 40 degrees and Dec between -5 and 5 degrees, having a parallax between 0.5 and 1.5 milliarcseconds."
Complex,"SELECT ra, dec, phot_g_mean_mag, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.1 AND 0.5 GROUP BY ra, dec, phot_g_mean_mag ORDER BY star_count DESC LIMIT 10","Count the number of stars with parallax between 0.1 and 0.5 milliarcseconds, grouped by right ascension, declination, and G-band magnitude, and order the results by the count of stars in descending order, limiting to the top 10 groups."
Complex,"SELECT ra, dec, (pmra**2 + pmdec**2)**0.5 AS pmagnitude FROM gaiadr3.gaia_source WHERE (pmra**2 + pmdec**2)**0.5 > 100 AND phot_g_mean_mag < 17 ORDER BY (pmra**2 + pmdec**2)**0.5 ASC LIMIT 500","Retrieve the right ascension, declination, and the magnitude of proper motion (calculated as the square root of the sum of squares of proper motion in right ascension and declination) for stars with a proper motion magnitude greater than 100 milliarcseconds/year and a G-band magnitude less than 17, ordered by the proper motion magnitude in ascending order, limiting to the top 500 stars."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, COUNT(DISTINCT gaia_source.source_id) AS unique_star_count FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180 AND dec BETWEEN -90 AND 90 AND parallax BETWEEN 0.5 AND 2 GROUP BY ra, dec, parallax, phot_g_mean_mag HAVING unique_star_count > 500","Count the number of unique stars (based on source_id) with parallax between 0.5 and 2 milliarcseconds, grouped by right ascension, declination, parallax, and G-band magnitude, and filter to include only groups with more than 500 unique stars, limited to the region of sky with RA between 0 and 180 degrees and Dec between -90 and 90 degrees."
Complex,SELECT AVG(parallax) AS average_parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 45 AND dec BETWEEN -30 AND -25 AND phot_g_mean_mag BETWEEN 10 AND 15,"Calculate the average parallax for stars within the region of sky with right ascension between 30 and 45 degrees and declination between -30 and -25 degrees, and within the G-band magnitude range of 10 to 15."
Complex,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 45 AND dec BETWEEN -30 AND -25 AND phot_g_mean_mag BETWEEN 10 AND 15 ORDER BY parallax ASC LIMIT 1, 1 UNION ALL SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 45 AND dec BETWEEN -30 AND -25 AND phot_g_mean_mag BETWEEN 10 AND 15 ORDER BY parallax DESC LIMIT 1",Find the stars with the lowest and highest parallax within the region
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 2",What are the declinations and right ascensions of stars in the Gaia database with right ascensions between 1 and 2 hours?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1",What is the parallax and G magnitude of stars in the Gaia database with parallax greater than 1 milliarcsecond?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 100,How many stars in the Gaia database have proper motion in right ascension greater than 100 mas/yr?
Simple,"SELECT pmdec, ra FROM gaiadr3.gaia_source WHERE pmdec BETWEEN -5 AND 5",What are the proper motions in declination and right ascensions of stars in the Gaia database with proper motions in declination between -5 and 5 mas/yr?
Simple,"SELECT dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE dec BETWEEN -1 AND 1",What are the declinations and G magnitudes of stars in the Gaia database with declinations between -1 and 1 degrees?
Simple,"content:  SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100","What are the right ascension, declination, proper motion in right ascension, and proper motion in declination of stars in the Gaia database with both proper motions greater than 100 mas/yr?"
Simple,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100","What are the right ascension, declination, parallax, G magnitude, proper motion in right ascension, and proper motion in declination of stars in the Gaia database with both proper motions greater than 100 mas/yr?"
Simple,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15","What are the right ascension, declination, parallax, G magnitude, proper motion in right ascension, and proper motion in declination of stars in the Gaia database with a parallax greater than 1 milliarcsecond and a G magnitude less than 15?"
Simple,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND parallax > 2","What are the right ascension, declination, parallax, G magnitude, proper motion in right ascension, and proper motion in declination of stars in the Gaia database with a G magnitude less than 10 and a parallax greater than 2 milliarcseconds?"
Simple,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 15 AND parallax > 0.5","What are the right ascension, declination, parallax, G magnitude, proper motion in right ascension, and proper motion in declination of stars in the Gaia database with a G magnitude between 10"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.5 AND 1.5 AND pmra BETWEEN -100.0 AND -50.0;","Select the right ascension, declination, parallax, and G magnitude for stars with a parallax between 0.5 and 1.5 milliarcseconds and a proper motion in right ascension between -100.0 and -50.0 milliarcseconds per year."
Medium,"SELECT ra, dec, phot_g_mean_mag, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE dec > -20.0 AND dec < 20.0 GROUP BY ra, dec, phot_g_mean_mag HAVING COUNT(*) > 500;","Group stars by their right ascension, declination, and G magnitude, and count the number of stars in each group. Focus on stars with declination between -20.0 and 20.0 and return groups with more than 500 stars."
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180.0 AND 190.0 AND dec BETWEEN -60.0 AND -50.0 AND phot_g_mean_mag < 12.0;","Retrieve the right ascension, declination, and proper motion in right ascension and declination for stars located in the region with right ascension between 180.0 and 190.0 and declination between -60.0 and -50.0, and a G magnitude less than 12.0."
Complex,"SELECT COUNT(*) AS star_count, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15 GROUP BY phot_g_mean_mag ORDER BY star_count DESC LIMIT 10;","How many stars with a parallax greater than 0.1 and a G magnitude less than 15 are there, and which one has the highest number of stars?"
Complex,"SELECT ra, dec, AVG(parallax) AS avg_parallax, STDDEV(parallax) AS std_dev_parallax FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL GROUP BY ra, dec HAVING COUNT(*) > 500 ORDER BY avg_parallax DESC LIMIT 5;","What are the average and standard deviation of parallaxes for regions with more than 500 stars, and which regions have the highest average parallax?"
Complex,"SELECT pmra, pmdec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -20 AND -10 GROUP BY pmra, pmdec HAVING COUNT(*) > 1000 ORDER BY star_count DESC LIMIT 10;","How many stars are in the region defined by right ascension between 30 and 60 and declination between -20 and -10, and which regions have the highest concentration of proper motions in the RA and Dec directions?"
Complex,"SELECT ra, dec, phot_g_mean_mag, COUNT(*) AS measurement_count FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL AND phot_g_mean_mag BETWEEN 10 AND 20 GROUP BY ra, dec, phot_g_mean_mag ORDER BY measurement_count DESC LIMIT 5;",In which regions and with which G magnitudes do we have the most measurements for stars with non-null parallaxes and a G magnitude between 10 and 20?
Complex,"SELECT ra, dec, phot_g_mean_mag, (pmra * pmra + pmdec * pmdec) AS pm_modulus, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 360 AND dec BETWEEN -90 AND 90 GROUP BY ra, dec, phot_g_mean_mag ORDER BY pm_modulus DESC LIMIT 10;",In which regions and with which G magnitudes do we have stars with the highest modulus of proper motions (considering both proper motions in RA and Dec)?
Complex,[query],[natural language question]
Complex,[query],[natural language question]
Complex,"1.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 0.1",What are the right ascension and declination of stars with a parallax greater than 0.1?
Complex,2.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,How many stars have a G magnitude less than 10?
Complex,"3.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -5 AND 5",What are the right ascension and declination of stars with a proper motion in RA between -5 and 5 milliarcseconds per year?
Complex,4.  SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra = 123.45 AND dec = -67.89,What is the G magnitude of the star at right ascension 123.45 and declination -67.89?
Complex,5.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmdec > 10,How many stars have a proper motion in declination greater than 10 milliarcseconds per year?
Complex,"6.  SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax IS NULL",What are the right ascension
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source;,How many sources are in the Gaia DR3 catalog?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source LIMIT 10;",What are the right ascension and declination of the first 10 sources in the Gaia DR3 catalog?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10;,How many sources in the Gaia DR3 catalog have a G magnitude smaller than 10?
Simple,SELECT AVG(parallax) FROM gaiadr3.gaia_source;,What is the average parallax value for all sources in the Gaia DR3 catalog?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax > 0.1;","List the right ascension, declination, and parallax of sources in the Gaia DR3 catalog where the parallax is greater than 0.1."
Medium,SELECT COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 18,How many stars in the Gaia DR3 have a parallax greater than 0.1 milliarcseconds and a G magnitude less than 18?
